City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
165,Sitka,57.0531,-135.33,44.76199999999996,81,100,5.14,US,1682636042
166,Coquimbo,-29.9533,-71.3436,59.0,82,75,4.12,CL,1682635997
167,Pombas,17.1503,-25.0201,71.65399999999995,77,22,5.01,CV,1682636043
168,At Tāj,24.2049,23.2857,75.79399999999998,15,0,4.65,LY,1682636043
169,Afaahiti,-17.75,-149.2833,86.14399999999998,77,86,4.15,PF,1682636043
170,Garissa,-0.4536,39.6401,77.64800000000002,80,99,7.27,KE,1682636044
171,Naryan-Mar,67.6713,53.087,24.098000000000024,88,98,4.04,RU,1682636044
172,Udachny,66.4167,112.4,17.924000000000014,95,77,1.94,RU,1682635878
173,Gudermes,43.3569,46.1053,53.311999999999955,95,79,0.58,RU,1682636045
174,De Aar,-30.6497,24.0123,57.30800000000001,36,14,2.02,ZA,1682636045
175,Vorgashor,67.5833,63.95,20.89399999999997,93,57,6.05,RU,1682636045
176,Amga,60.8953,131.9608,32.99000000000002,91,100,0.72,RU,1682636046
177,Mount Isa,-20.7333,139.5,73.43599999999998,49,45,1.03,AU,1682636046
178,Port Saint John's,-31.6229,29.5448,70.51999999999995,86,56,3.21,ZA,1682635901
179,São Tomé,0.3365,6.7273,80.25800000000001,81,99,3.64,ST,1682636047
180,Margaret River,-33.95,115.0667,54.35600000000003,72,86,2.27,AU,1682636047
181,Kodīnar,20.7903,70.7031,77.16199999999995,86,3,3.59,IN,1682636048
182,Keflavik,64.0049,-22.5624,35.780000000000044,86,75,4.63,IS,1682635863
183,Bāgeshwar,29.85,79.7667,54.89600000000005,68,24,2.07,IN,1682636049
184,Constanța,44.1833,28.65,41.97200000000004,62,98,7.67,RO,1682636049
185,Whakatane,-37.9585,176.9854,61.15999999999998,75,100,1.79,NZ,1682636049
186,Trevelin,-43.0858,-71.4639,51.54800000000003,91,100,2.02,AR,1682636049
187,Naze,28.3667,129.4833,69.18800000000005,73,99,4.81,JP,1682636050
188,Nizhneudinsk,54.9076,99.0276,35.36600000000001,95,100,1.75,RU,1682635927
189,Aykhal,66.0,111.5,20.227999999999962,94,98,2.18,RU,1682635958
190,Rémire-Montjoly,4.9167,-52.2667,77.30600000000004,94,0,0.0,GF,1682636051
191,São Vicente,-23.9631,-46.3919,75.65,26,92,0.23,BR,1682636051
192,Ta`ū,-14.2336,-169.5144,82.976,70,100,4.31,AS,1682636051
193,Tazovsky,67.4667,78.7,19.30999999999998,93,100,3.66,RU,1682636052
194,Bayanhongor,46.7167,100.1167,18.301999999999975,51,14,1.12,MN,1682636052
195,Mabaruma,8.2,-59.7833,74.91199999999995,98,100,1.6,GY,1682636052
196,Uyuni,-20.4597,-66.825,49.71199999999996,20,0,1.52,BO,1682636053
197,George Town,5.4112,100.3354,80.79800000000003,94,20,1.54,MY,1682636050
198,Katsuura,35.1333,140.3,65.73200000000003,65,21,7.24,JP,1682635880
199,Happy Valley-Goose Bay,53.3168,-60.3315,50.57599999999999,46,75,3.09,CA,1682635937
200,Mil’kovo,55.6078,37.7956,56.06600000000001,86,44,2.62,RU,1682636054
201,Kurashiki,34.5833,133.7667,61.26799999999999,57,100,1.15,JP,1682636054
202,Odienné,9.51,-7.5692,87.53000000000004,38,95,3.13,CI,1682636055
203,Paciran,-6.8767,112.3761,78.40399999999995,89,90,2.31,ID,1682636055
204,Avarua,-21.2078,-159.775,79.12400000000002,69,100,3.09,CK,1682636055
205,Port Augusta,-32.5,137.7667,62.47400000000002,71,66,2.64,AU,1682636056
206,Mar del Plata,-38.0023,-57.5575,62.366000000000014,89,0,2.57,AR,1682636021
207,Horta,38.5333,-28.6333,59.288000000000046,89,21,2.24,PT,1682635992
208,Altamont,42.2068,-121.7372,78.04399999999998,18,0,1.54,US,1682636057
209,Bacchus Marsh,-37.6727,144.4383,66.27200000000005,68,61,0.89,AU,1682636057
210,Freetown,8.484,-13.2299,79.51999999999995,75,17,3.58,SL,1682636057
211,San Patricio,28.017,-97.5169,82.43599999999998,56,45,2.72,US,1682636036
212,Bikenibeu Village,1.3673,173.1241,86.234,74,20,5.14,KI,1682635981
213,General Acha,-37.377,-64.6043,67.64000000000001,45,59,2.61,AR,1682636058
214,Noyemberyan,41.1724,44.9992,52.196000000000055,77,72,2.53,AM,1682636058
215,Semnan,35.5729,53.3971,63.82400000000001,58,100,3.74,IR,1682636059
216,Port Lincoln,-34.7333,135.8667,60.35,51,87,7.09,AU,1682636059
217,Bundaberg,-24.85,152.35,72.48200000000003,83,4,1.34,AU,1682636060
218,Malango,-2.9627,119.9001,69.85399999999996,97,99,0.57,ID,1682636060
219,Banda Aceh,5.5577,95.3222,79.75399999999996,82,100,1.96,ID,1682635891
220,Bermeo,43.4209,-2.7215,64.976,92,92,1.44,ES,1682635927
221,San-Pédro,4.7485,-6.6363,80.18599999999998,86,66,2.76,CI,1682636061
222,Aasiaat,68.7098,-52.8699,23.288000000000046,94,18,1.34,GL,1682636061
223,Scheveningen,52.1046,4.2756,51.25999999999998,56,100,5.14,NL,1682636061
224,Natal,-5.795,-35.2094,83.31799999999998,78,20,3.6,BR,1682636062
225,Akureyri,65.6835,-18.0878,28.598000000000024,64,40,3.09,IS,1682636062
226,Qaqortoq,60.7167,-46.0333,35.41999999999996,80,8,2.0,GL,1682636062
227,Rancho Palos Verdes,33.7445,-118.387,80.69000000000003,81,20,7.72,US,1682635927
228,Moyamba,8.1667,-12.4333,78.38599999999997,77,77,1.86,SL,1682636063
229,Kavarna,43.4333,28.3333,44.54600000000005,68,31,6.93,BG,1682636063
